bandwidth_label,bandwidth_sec,n_matches,mean_precision,mean_recall,mean_f1,std_precision,std_recall,std_f1,mean_pred_total_sec,mean_overlap_sec,mean_gt_mean_duration_sec,mean_pred_mean_duration_sec,mean_duration_diff_sec,std_duration_diff_sec,mean_duration_score,mean_combined_score,std_combined_score
1.0,1.0,3,0.9442973617328185,0.11545434167676949,0.20342651090292918,0.036723613999017315,0.043771774693574614,0.06957586381498472,57.35415610406926,54.58806760062248,21.373015873015873,13.183943666147753,8.18907220686812,2.871329667965731,0.6294994773863783,0.41646299414465376,0.07780097328457146
3.2,3.2,3,0.9132294946865597,0.22558096496654853,0.3577842868645358,0.02464668331269755,0.060954451416168086,0.08205269156104975,123.09275294640854,111.82681120747134,21.373015873015873,20.14089059372912,1.8043688914302543,1.76996858071103,0.9195665797496891,0.6386754333071125,0.07461804443127841
5.0,5.0,3,0.8847972036205528,0.2557140519063621,0.39133857648417975,0.010307069129902082,0.07281124032100747,0.09238786558858682,143.1605915054482,127.0417144763175,21.373015873015873,23.389079942183688,3.1064243093279216,1.1480720330277805,0.8427123599922264,0.617025468238203,0.02308284825247887
7.0,7.0,3,0.8605563068420407,0.2626777560745994,0.3983084986551641,0.022745806200099597,0.06785124230246653,0.08469130757045998,150.66681120747117,130.58967089170537,21.373015873015873,26.226606626639896,4.853590753624025,2.5286307716573093,0.7636664924355139,0.580987495545339,0.0214280299192052
10.0,10.0,3,0.8483648547525527,0.24417197106358413,0.37641852519252955,0.027352950394074003,0.056715153409453836,0.07271748732471942,141.98276184122733,121.15798754725392,21.373015873015873,26.541150767178085,5.168134894162212,3.5568075506455616,0.7598315205901501,0.5681250228913398,0.057935668822791074
15.0,15.0,3,0.822696381005084,0.15739501516613447,0.26129896618622234,0.06230594976867412,0.04439567671882632,0.06089434904359722,103.32683344451827,84.07048921503231,21.373015873015873,32.27865373211763,10.905637859101759,6.741473387071664,0.4931401713661649,0.3772195687761936,0.10967880397581554
20.0,20.0,3,0.8640634206201252,0.1230660334800251,0.2080192032551357,0.0847922040922221,0.06391827022127289,0.09521688896401723,83.74641761174068,69.67601956860123,21.373015873015873,31.59821603291069,10.225200159894817,5.873893276478561,0.5497568054242682,0.378888004339702,0.0686624647718128
